Full Journal Title	Journal Impact Factor
Astrophysical Journal Letters	5.522
THYROID	5.515
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH	5.500
SEMINARS IN LIVER DISEASE	5.500
FASEB JOURNAL	5.498
BRITISH JOURNAL OF PHARMACOLOGY	5.491
INTERNATIONAL JOURNAL OF OBESITY	5.487
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE	5.476
TOBACCO CONTROL	5.469
TOBACCO CONTROL	5.469
Advances in Organometallic Chemistry	5.462
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM	5.455
Gastric Cancer	5.454
AUTOMATICA	5.451
JOURNAL OF MEDICAL GENETICS	5.451
PAIN	5.445
ENDOSCOPY	5.444
REVIEWS IN MEDICAL VIROLOGY	5.439
Advances in Genetics	5.431
OBSTETRICS AND GYNECOLOGY	5.426
Physics of the Dark Universe	5.425
Circulation-Arrhythmia and Electrophysiology	5.410
Annual Review of Sociology	5.404
DNA RESEARCH	5.404
SENSORS AND ACTUATORS B-CHEMICAL	5.401
ENVIRONMENTAL MICROBIOLOGY	5.395
ACS Synthetic Biology	5.382
BIOSCIENCE	5.378
Polymer Chemistry	5.375
Protein & Cell	5.374
AMERICAN JOURNAL OF SURGICAL PATHOLOGY	5.363
CURRENT OPINION IN PHARMACOLOGY	5.363
CRITICAL CARE	5.358
SEMINARS IN RADIATION ONCOLOGY	5.356
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY	5.347
ECONOMIC GEOGRAPHY	5.344
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES	5.340
HUMAN MOLECULAR GENETICS	5.340
EUROPEAN PHYSICAL JOURNAL C	5.331
ATMOSPHERIC CHEMISTRY AND PHYSICS	5.318
JOURNAL OF MARKETING	5.318
CHEMISTRY-A EUROPEAN JOURNAL	5.317
Journal of Allergy and Clinical Immunology-In Practice	5.317
Molecular Oncology	5.314
Environmental Science & Technology Letters	5.308
BASIC RESEARCH IN CARDIOLOGY	5.306
ACTA MATERIALIA	5.301
IEEE Journal of Selected Topics in Signal Processing	5.301
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH	5.301
JOURNAL OF APPLIED ECOLOGY	5.301
Seminars in Immunopathology	5.296
EPILEPSIA	5.295
CLINICAL MICROBIOLOGY AND INFECTION	5.292
JOURNAL OF CLINICAL PSYCHIATRY	5.291
JOURNAL OF CLINICAL PSYCHIATRY	5.291
NUTRITION REVIEWS	5.291
JOURNAL OF THROMBOSIS AND HAEMOSTASIS	5.287
NEURAL NETWORKS	5.287
AMERICAN JOURNAL OF HEMATOLOGY	5.275
BRAIN PATHOLOGY	5.272
ENDOCRINE-RELATED CANCER	5.267
QUARTERLY REVIEWS OF BIOPHYSICS	5.267
CLINICAL AND EXPERIMENTAL ALLERGY	5.264
INTEGRATED COMPUTER-AIDED ENGINEERING	5.264
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY	5.263
REVIEW OF EDUCATIONAL RESEARCH	5.263
Journal of Materials Chemistry C	5.256
ACADEMIC MEDICINE	5.255
CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE	5.255
ANGIOGENESIS	5.253
CURRENT ISSUES IN MOLECULAR BIOLOGY	5.250
BIOMACROMOLECULES	5.246
CORROSION SCIENCE	5.245
Journal of Chemical Theory and Computation	5.245
Biofabrication	5.240
Advances in Nutrition	5.233
PROGRESS IN INORGANIC CHEMISTRY	5.231
PSYCHOLOGICAL MEDICINE	5.230
PSYCHOLOGICAL MEDICINE	5.230
RESUSCITATION	5.230
JOURNAL OF ECONOMIC LITERATURE	5.220
CLINICAL PHARMACOKINETICS	5.216
JOURNAL OF OPERATIONS MANAGEMENT	5.207
JOURNAL OF OPERATIONS MANAGEMENT	5.207
Biotechnology for Biofuels	5.203
MRS BULLETIN	5.199
IEEE CONTROL SYSTEMS MAGAZINE	5.196
INVESTIGATIVE RADIOLOGY	5.195
TRENDS IN FOOD SCIENCE & TECHNOLOGY	5.191
JOURNAL OF NEUROTRAUMA	5.190
Epigenetics & Chromatin	5.189
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH	5.189
CRITICAL REVIEWS IN TOXICOLOGY	5.182
JOURNAL OF MEDICAL INTERNET RESEARCH	5.175
Pigment Cell & Melanoma Research	5.170
Oncotarget	5.168
Neurotherapeutics	5.166
EuroIntervention	5.165
JOURNAL OF PSYCHIATRY & NEUROSCIENCE	5.165
JOURNAL OF PSYCHIATRY & NEUROSCIENCE	5.165
JOURNAL OF UROLOGY	5.157
BRIEFINGS IN BIOINFORMATICS	5.134
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS	5.133
NEUROBIOLOGY OF AGING	5.117
Advanced Healthcare Materials	5.110
Vehicular Communications	5.108
CARCINOGENESIS	5.105
CELLULAR PHYSIOLOGY AND BIOCHEMISTRY	5.104
Journal of Neuroinflammation	5.102
ENVIRONMENTAL POLLUTION	5.099
Chinese Physics C	5.084
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM	5.081
Frontiers in Molecular Neuroscience	5.076
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY	5.071
Current Opinion in Virology	5.067
EXPERIMENTAL AND MOLECULAR MEDICINE	5.063
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING	5.061
Advances in Ecological Research	5.056
AMERICAN JOURNAL OF OPHTHALMOLOGY	5.052
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY	5.051
ACM TRANSACTIONS ON COMPUTER SYSTEMS	5.045
AMERICAN JOURNAL OF POLITICAL SCIENCE	5.044
JOURNAL OF INTERACTIVE MARKETING	5.026
HUMAN REPRODUCTION	5.020
NEUROBIOLOGY OF DISEASE	5.020
CRIMINOLOGY	5.019
Biochimica et Biophysica Acta-Gene Regulatory Mechanisms	5.018
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	5.017
ASTRONOMY & ASTROPHYSICS	5.014
NEUROPHARMACOLOGY	5.012
NEOPLASIA	5.006
AIDS	5.003
DRUGS	5.000
JOURNAL OF MACHINE LEARNING RESEARCH	5.000
Solid State Physics	5.000
ACS Chemical Biology	4.995
Clinical Epigenetics	4.987
HEALTH AFFAIRS	4.980
HEALTH AFFAIRS	4.980
JOURNAL OF CLINICAL EPIDEMIOLOGY	4.978
MOLECULAR CANCER RESEARCH	4.974
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY	4.971
DEPRESSION AND ANXIETY	4.971
DEPRESSION AND ANXIETY	4.971
TRENDS IN CARDIOVASCULAR MEDICINE	4.964
ONCOLOGIST	4.962
MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	4.961
GYNECOLOGIC ONCOLOGY	4.959
Organic Chemistry Frontiers	4.955
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS	4.951
ANALYTICA CHIMICA ACTA	4.950
JOURNAL OF NANOBIOTECHNOLOGY	4.946
STRUCTURE	4.945
Academy of Management Perspectives	4.943
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING	4.942
PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	4.940
BULLETIN OF THE WORLD HEALTH ORGANIZATION	4.939
Earths Future	4.938
CLINICAL SCIENCE	4.936
BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS	4.932
ADMINISTRATIVE SCIENCE QUARTERLY	4.929
SLEEP	4.923
ANNALS OF FAMILY MEDICINE	4.917
ENTREPRENEURSHIP THEORY AND PRACTICE	4.916
IEEE Transactions on Sustainable Energy	4.909
ECOGRAPHY	4.902
SCIENCE OF THE TOTAL ENVIRONMENT	4.900
SIAM REVIEW	4.897
NEUROSURGERY	4.889
Journal of Field Robotics	4.882
mAbs	4.881
COMPOSITES SCIENCE AND TECHNOLOGY	4.873
EXPERT OPINION ON THERAPEUTIC TARGETS	4.873
Acta Physiologica	4.867
Aging-US	4.867
HEART RHYTHM	4.866
Journal of the American Heart Association	4.863
INORGANIC CHEMISTRY	4.857
LABORATORY INVESTIGATION	4.857
SOIL BIOLOGY & BIOCHEMISTRY	4.857
JOURNAL OF IMMUNOLOGY	4.856
JOURNAL OF ORGANIC CHEMISTRY	4.849
Nano-Micro Letters	4.849
NUTRITION RESEARCH REVIEWS	4.844
CONSERVATION BIOLOGY	4.842
JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME	4.840
Multiple Sclerosis Journal	4.840
Wiley Interdisciplinary Reviews-RNA	4.838
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA	4.837
Scientific Data	4.836
Molecular Autism	4.833
INFORMATION SCIENCES	4.832
IEEE TRANSACTIONS ON IMAGE PROCESSING	4.828
AMERICAN JOURNAL OF EPIDEMIOLOGY	4.825
BIOCONJUGATE CHEMISTRY	4.818
RHEUMATOLOGY	4.818
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS	4.817
CARBOHYDRATE POLYMERS	4.811
JOURNAL OF LIPID RESEARCH	4.810
ECOLOGY	4.809
International Journal for Parasitology-Drugs and Drug Resistance	4.809
Physical Review Applied	4.808
PHYSICS LETTERS B	4.807
ChemCatChem	4.803
Cryosphere	4.803
ELECTROCHIMICA ACTA	4.798
ARTIFICIAL INTELLIGENCE	4.797
QUATERNARY SCIENCE REVIEWS	4.797
ORAL ONCOLOGY	4.794
PSYCHONEUROENDOCRINOLOGY	4.788
SOLAR ENERGY MATERIALS AND SOLAR CELLS	4.784
INTERNATIONAL JOURNAL OF COAL GEOLOGY	4.783
ORGANIZATIONAL RESEARCH METHODS	4.783
Clinical Journal of the American Society of Nephrology	4.780
Neuropsychiatry	4.778
Materials Research Letters	4.773
Reviews of Physiology Biochemistry and Pharmacology	4.769
CEMENT AND CONCRETE RESEARCH	4.762
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology	4.761
Clinical Research in Cardiology	4.760
PLANT AND CELL PHYSIOLOGY	4.760
JOURNAL OF DENTAL RESEARCH	4.755
Cardiovascular Diabetology	4.752
FOOD HYDROCOLLOIDS	4.747
Circulation-Cardiovascular Genetics	4.743
OSTEOARTHRITIS AND CARTILAGE	4.742
ANAESTHESIA	4.741
JOURNAL OF PHYSIOLOGY-LONDON	4.739
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS	4.734
Translational Psychiatry	4.730
ANNALS OF EMERGENCY MEDICINE	4.728
COMPOSITES PART B-ENGINEERING	4.727
Journal of Cystic Fibrosis	4.727
Nanomedicine	4.727
Progress in Optics	4.727
Advances in Clinical Chemistry	4.722
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY	4.712
CANCER IMMUNOLOGY IMMUNOTHERAPY	4.711
ULTRASOUND IN OBSTETRICS & GYNECOLOGY	4.710
Annual Review of Animal Biosciences	4.708
TOURISM MANAGEMENT	4.707
Annals of the New York Academy of Sciences	4.706
BRITISH JOURNAL OF DERMATOLOGY	4.706
EXPERIMENTAL NEUROLOGY	4.706
JOURNAL OF ENDOCRINOLOGY	4.706
BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION	4.704
BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS	4.702
CURRENT OPINION IN NEUROLOGY	4.699
Brain Structure & Function	4.698
CANCER AND METASTASIS REVIEWS	4.697
MOLECULAR PLANT PATHOLOGY	4.697
JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY	4.692
Disease Models & Mechanisms	4.691
IMA Fungus	4.691
JOURNAL OF MOLECULAR MEDICINE-JMM	4.686
Photonics Research	4.679
Journal of the National Comprehensive Cancer Network	4.675
HUMAN-COMPUTER INTERACTION	4.667
PSYCHOLOGICAL METHODS	4.667
Virulence	4.665
JOURNAL OF VIROLOGY	4.663
GLOBAL BIOGEOCHEMICAL CYCLES	4.655
Global Change Biology Bioenergy	4.655
Translational Research	4.652
Aging and Disease	4.648
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH	4.643
DEVELOPMENTAL REVIEW	4.638
HUMAN GENETICS	4.637
CATALYSIS TODAY	4.636
JMIR mHealth and uHealth	4.636
GEOLOGY	4.635
JOURNAL OF MOLECULAR BIOLOGY	4.632
COMPLEXITY	4.621
Reviews in Aquaculture	4.618
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY	4.610
GEOCHIMICA ET COSMOCHIMICA ACTA	4.609
NICOTINE & TOBACCO RESEARCH	4.609
NICOTINE & TOBACCO RESEARCH	4.609
RNA	4.605
DEVELOPMENTAL SCIENCE	4.604
ADDICTION BIOLOGY	4.603
FUEL	4.601
HUMAN MUTATION	4.601
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY	4.593
Oxidative Medicine and Cellular Longevity	4.593
PATTERN RECOGNITION	4.582
BIOCHEMICAL PHARMACOLOGY	4.581
MICROCHIMICA ACTA	4.580
Wiley Interdisciplinary Reviews-Climate Change	4.571
Wiley Interdisciplinary Reviews-Climate Change	4.571
PHYSICAL REVIEW D	4.568
Journal of Travel Research	4.564
LANDSCAPE AND URBAN PLANNING	4.563
LANDSCAPE AND URBAN PLANNING	4.563
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY	4.562
JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY	4.561
IMMUNOLOGY AND CELL BIOLOGY	4.557
GENETICS	4.556
Frontiers in Cellular Neuroscience	4.555
CELLULAR MICROBIOLOGY	4.554
Arabian Journal of Chemistry	4.553
CLINICAL NUTRITION	4.548
Journal of Materials Chemistry B	4.543
PLoS Computational Biology	4.542
Epigenomics	4.541
Journal of Physical Chemistry C	4.536
BIPOLAR DISORDERS	4.531
EUROPACE	4.530
HUMAN BRAIN MAPPING	4.530
FOOD CHEMISTRY	4.529
KNOWLEDGE-BASED SYSTEMS	4.529
JOURNAL OF MOLECULAR DIAGNOSTICS	4.526
INFLAMMATORY BOWEL DISEASES	4.525
Circulation-Cardiovascular Quality and Outcomes	4.524
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH	4.521
Journal of Biomedical Nanotechnology	4.521
ENERGY	4.520
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY	4.519
JOURNAL OF PAIN	4.519
JOURNAL OF NUTRITIONAL BIOCHEMISTRY	4.518
Clinical Colorectal Cancer	4.507
JOURNAL OF FINANCIAL ECONOMICS	4.505
Frontiers in Aging Neuroscience	4.504
JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	4.499
SEMINARS IN ARTHRITIS AND RHEUMATISM	4.498
Surgery for Obesity and Related Diseases	4.496
RESEARCH POLICY	4.495
REVISTA ESPANOLA DE CARDIOLOGIA	4.485
PARKINSONISM & RELATED DISORDERS	4.484
BIOTECHNOLOGY AND BIOENGINEERING	4.481
PHARMACOLOGICAL RESEARCH	4.480
CURRENT OPINION IN RHEUMATOLOGY	4.475
JOURNAL OF ANIMAL ECOLOGY	4.474
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION	4.474
SYSTEMATIC ENTOMOLOGY	4.474
NEPHROLOGY DIALYSIS TRANSPLANTATION	4.470
BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM	4.466
STRATEGIC MANAGEMENT JOURNAL	4.461
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY	4.446
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	4.446
BIOESSAYS	4.441
MOLECULAR PHARMACEUTICS	4.440
INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY	4.438
HYDROLOGY AND EARTH SYSTEM SCIENCES	4.437
AMERICAN HEART JOURNAL	4.436
EXERCISE AND SPORT SCIENCES REVIEWS	4.431
JOURNAL OF CELL SCIENCE	4.431
IEEE Vehicular Technology Magazine	4.429
JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY	4.421
PROCEEDINGS OF THE NUTRITION SOCIETY	4.421
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL	4.420
MOLECULAR PHYLOGENETICS AND EVOLUTION	4.419
STANFORD LAW REVIEW	4.415
CHROMOSOMA	4.414
SURVEYS IN GEOPHYSICS	4.413
EARTH AND PLANETARY SCIENCE LETTERS	4.409
EXPERT REVIEWS IN MOLECULAR MEDICINE	4.405
ENVIRONMENTAL MODELLING & SOFTWARE	4.404
Environmental Research Letters	4.404
CANADIAN JOURNAL OF CARDIOLOGY	4.403
AMERICAN SOCIOLOGICAL REVIEW	4.400
Frontiers in Pharmacology	4.400
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY	4.400
MOLECULAR AND CELLULAR BIOLOGY	4.398
WATER RESOURCES RESEARCH	4.397
ELECTROCHEMISTRY COMMUNICATIONS	4.396
International Journal of Behavioral Nutrition and Physical Activity	4.396
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY	4.396
CNS DRUGS	4.394
Epigenetics	4.394
DIVERSITY AND DISTRIBUTIONS	4.391
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY	4.388
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY	4.388
INDOOR AIR	4.383
Ocular Surface	4.383
FERTILITY AND STERILITY	4.373
EUROPEAN JOURNAL OF NUTRITION	4.370
ENVIRONMENTAL AND EXPERIMENTAL BOTANY	4.369
MATERIALS & DESIGN	4.364
PERSONNEL PSYCHOLOGY	4.362
IEEE-ASME TRANSACTIONS ON MECHATRONICS	4.357
RENEWABLE ENERGY	4.357
NeuroImage-Clinical	4.348
APPLIED CATALYSIS A-GENERAL	4.339
BJU INTERNATIONAL	4.338
APL Materials	4.335
CONTACT DERMATITIS	4.335
EDUCATIONAL PSYCHOLOGY REVIEW	4.333
IEEE Transactions on Information Forensics and Security	4.332
MOLECULAR PLANT-MICROBE INTERACTIONS	4.332
Journal of Biophotonics	4.328
RADIOTHERAPY AND ONCOLOGY	4.328
MOLECULAR NUTRITION & FOOD RESEARCH	4.323
Developmental Cognitive Neuroscience	4.321
Journal of Breath Research	4.318
ECOLOGICAL APPLICATIONS	4.314
CLADISTICS	4.309
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS	4.307
JOURNAL OF THE AMERICAN COLLEGE OF SURGEONS	4.307
Advances in Heterocyclic Chemistry	4.303
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY	4.302
Frontiers in Cellular and Infection Microbiology	4.300
IEEE TRANSACTIONS ON SIGNAL PROCESSING	4.300
International Journal of Nanomedicine	4.300
Frontiers in Plant Science	4.298
LUNG CANCER	4.294
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY	4.293
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY	4.292
Journal of CO2 Utilization	4.292
EUROPEAN JOURNAL OF HUMAN GENETICS	4.287
ENDOCRINOLOGY	4.286
AGE AND AGEING	4.282
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY	4.281
Advanced Materials Interfaces	4.279
CORTEX	4.279
ANTIVIRAL RESEARCH	4.271
IEEE TRANSACTIONS ON AUTOMATIC CONTROL	4.270
IEEE Journal of Emerging and Selected Topics in Power Electronics	4.269
VLDB JOURNAL	4.269
JOURNAL OF PROTEOME RESEARCH	4.268
PEDIATRIC DIABETES	4.267
CEMENT & CONCRETE COMPOSITES	4.265
MACROMOLECULAR RAPID COMMUNICATIONS	4.265
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE	4.261
Scientific Reports	4.259
YALE LAW JOURNAL	4.258
Deutsches Arzteblatt International	4.257
Geoscience Frontiers	4.256
Advances in Parasitology	4.255
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS	4.255
APPLIED SPECTROSCOPY REVIEWS	4.254
GEOPHYSICAL RESEARCH LETTERS	4.253
GERONTOLOGY	4.252
QUARTERLY REVIEW OF BIOLOGY	4.250
JOURNAL OF BIOGEOGRAPHY	4.248
Epidemiology and Psychiatric Sciences	4.246
Epidemiology and Psychiatric Sciences	4.246
CURRENT OPINION IN INFECTIOUS DISEASES	4.242
DRUG METABOLISM AND DISPOSITION	4.242
ATHEROSCLEROSIS	4.239
EUROPEAN NEUROPSYCHOPHARMACOLOGY	4.239
Internet and Higher Education	4.238
HEALTH TECHNOLOGY ASSESSMENT	4.236
VALUE IN HEALTH	4.235
VALUE IN HEALTH	4.235
Mobile DNA	4.234
JOURNAL OF COLLOID AND INTERFACE SCIENCE	4.233
Family Business Review	4.229
EUROPEAN JOURNAL OF IMMUNOLOGY	4.227
JOURNAL OF PARENTERAL AND ENTERAL NUTRITION	4.220
Journal of Cheminformatics	4.220
PALLIATIVE MEDICINE	4.220
CANCER JOURNAL	4.218
ULTRASONICS SONOCHEMISTRY	4.218
Journal of the Taiwan Institute of Chemical Engineers	4.217
GEOLOGICAL SOCIETY OF AMERICA BULLETIN	4.212
JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL	4.211
Stem Cell Research & Therapy	4.211
Biomaterials Science	4.210
CHEMOSPHERE	4.208
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA	4.204
EVOLUTION	4.201
JOURNAL OF INFECTION	4.201
Advances in Geophysics	4.200
JOURNAL OF GENERAL PHYSIOLOGY	4.200
ECOSYSTEMS	4.198
CHILD DEVELOPMENT	4.195
Advanced Electronic Materials	4.193
Therapeutic Advances in Neurological Disorders	4.192
Journal of Advances in Modeling Earth Systems	4.189
MEDICAL IMAGE ANALYSIS	4.188
PHYSICS TODAY	4.188
HUMAN GENE THERAPY	4.187
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY	4.187
MOLECULAR CARCINOGENESIS	4.185
Wiley Interdisciplinary Reviews-Developmental Biology	4.185
JOURNAL OF PSYCHIATRIC RESEARCH	4.183
JOURNAL OF PSYCHIATRIC RESEARCH	4.183
IEEE JOURNAL OF SOLID-STATE CIRCUITS	4.181
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS	4.181
NITRIC OXIDE-BIOLOGY AND CHEMISTRY	4.181
NEW MEDIA & SOCIETY	4.180
JOURNAL OF PSYCHOPHARMACOLOGY	4.179
CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW	4.171
AMERICAN NATURALIST	4.167
Materials Science & Engineering C-Materials for Biological Applications	4.164
TALANTA	4.162
JOURNAL OF CLIMATE	4.161
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS	4.159
JOURNAL OF PEASANT STUDIES	4.149
BASIN RESEARCH	4.147
CLIMATE DYNAMICS	4.146
JOURNAL OF NUTRITION	4.145
Annual Review of Virology	4.143
Oncogenesis	4.143
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM	4.142
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION	4.142
MEDICINE AND SCIENCE IN SPORTS AND EXERCISE	4.141
BONE	4.140
ENERGY POLICY	4.140
ENERGY POLICY	4.140
ChemElectroChem	4.136
Frontiers in Physiology	4.134
Journal of Behavioral Addictions	4.134
Journal of Behavioral Addictions	4.134
JOURNAL OF ABNORMAL PSYCHOLOGY	4.133
TRAFFIC	4.133
Science China-Chemistry	4.132
THEORETICAL AND APPLIED GENETICS	4.132
JOURNAL OF APPLIED PSYCHOLOGY	4.130
AQUATIC TOXICOLOGY	4.129
JOURNAL OF BIOLOGICAL CHEMISTRY	4.125
JOURNAL OF INDUSTRIAL ECOLOGY	4.123
PHYSICAL CHEMISTRY CHEMICAL PHYSICS	4.123
INFORMATION SYSTEMS JOURNAL	4.122
JOURNAL OF VIRAL HEPATITIS	4.122
ARTHRITIS RESEARCH & THERAPY	4.121
LIVER INTERNATIONAL	4.116
MECHANICAL SYSTEMS AND SIGNAL PROCESSING	4.116
Journal of Computer-Mediated Communication	4.113
CELL PROLIFERATION	4.112
Chinese Journal of Cancer	4.111
NEUROREHABILITATION AND NEURAL REPAIR	4.107
Agronomy for Sustainable Development	4.101
DIABETES & METABOLISM	4.101
EUROPEAN JOURNAL OF ENDOCRINOLOGY	4.101
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY	4.100
AGRICULTURE ECOSYSTEMS & ENVIRONMENT	4.099
AMERICAN JOURNAL OF SCIENCE	4.099
Acta Crystallographica Section C-Structural Chemistry	4.099
Briefings in Functional Genomics	4.098
DRUG METABOLISM REVIEWS	4.097
CURRENT OPINION IN LIPIDOLOGY	4.096
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA	4.095
GOVERNMENT INFORMATION QUARTERLY	4.090
ACM TRANSACTIONS ON GRAPHICS	4.088
PROGRESS IN SOLID STATE CHEMISTRY	4.087
JOURNAL OF HYPERTENSION	4.085
Chemistry-An Asian Journal	4.083
JOURNAL OF NEUROCHEMISTRY	4.083
Journal of Physiotherapy	4.083
Journal of Ginseng Research	4.082
TOXICOLOGICAL SCIENCES	4.081
JOURNAL OF CELLULAR PHYSIOLOGY	4.080
Annual Review of Nuclear and Particle Science	4.079
Frontiers in Microbiology	4.076
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING	4.075
Ecosystem Services	4.072
Ecosystem Services	4.072
PERIODONTOLOGY 2000	4.072
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL	4.072
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH	4.071
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH	4.071
DENTAL MATERIALS	4.070
ENERGY AND BUILDINGS	4.067
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY	4.066
BEHAVIOUR RESEARCH AND THERAPY	4.064
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY	4.061
GPS SOLUTIONS	4.061
JOURNAL OF NEUROSURGERY	4.059
IEEE TRANSACTIONS ON COMMUNICATIONS	4.058
RUSSIAN CHEMICAL REVIEWS	4.058
AMERICAN JOURNAL OF PATHOLOGY	4.057
CRYSTAL GROWTH & DESIGN	4.055
BUILDING AND ENVIRONMENT	4.053
Journal of Genetics and Genomics	4.051
Current Opinion in HIV and AIDS	4.050
JOURNAL OF HUMAN RESOURCES	4.047
SEMINARS IN HEMATOLOGY	4.042
ANNALS OF BOTANY	4.041
ANNALS OF SURGICAL ONCOLOGY	4.041
PROTEOMICS	4.041
Current HIV/AIDS Reports	4.038
Elements	4.038
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY	4.036
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY	4.036
GEODERMA	4.036
IEEE Transactions on Robotics	4.036
Inorganic Chemistry Frontiers	4.036
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT	4.034
Topics in Current Chemistry	4.033
EXPERT OPINION ON INVESTIGATIONAL DRUGS	4.030
OIKOS	4.030
REVIEW OF ECONOMIC STUDIES	4.030
TEXAS LAW REVIEW	4.030
WASTE MANAGEMENT	4.030
DALTON TRANSACTIONS	4.029
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE	4.029
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE	4.029
COMMUNICATIONS OF THE ACM	4.027
AMERICAN ECONOMIC REVIEW	4.026
WORLD POLITICS	4.025
CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE	4.023
BIOLOGICAL CONSERVATION	4.022
AMERICAN JOURNAL OF PREVENTIVE MEDICINE	4.020
CURRENT OPINION IN PSYCHIATRY	4.020
